OrderDate,OrderNumber,OrderLineItem,ProductSold,SoldTo,SoldIn,OrderQuantity,SoldBy,Shipping_Type,Order_Status
10/6/2016,SO55619,1,476,26668,9,1,287,Self Pickup,ok
10/6/2016,SO55635,2,485,15883,9,2,287,Self Pickup,ok
10/6/2016,SO55636,1,528,15384,9,2,287,Self Pickup,ok
10/6/2016,SO55671,2,530,25368,9,2,286,Self Pickup,ok
10/6/2016,SO55627,1,538,11506,10,2,286,Self Pickup,ok
10/6/2016,SO55672,4,464,22343,10,2,285,Self Pickup,ok
10/6/2016,SO55645,1,488,11490,10,1,285,Self Pickup,ok
10/6/2016,SO55615,1,528,24906,1,1,285,Self Pickup,ok
10/6/2016,SO55676,2,215,18603,1,1,285,Self Pickup,ok
10/6/2016,SO55667,4,220,12680,8,1,285,Self Pickup,ok
10/6/2016,SO55634,2,229,18799,8,1,285,Self Pickup,ok
10/6/2016,SO55629,3,480,24927,8,3,285,Self Pickup,ok
10/6/2016,SO55629,4,486,24927,6,1,285,Self Pickup,ok
10/6/2016,SO55640,2,478,15260,1,2,285,Self Pickup,ok
10/6/2016,SO55641,2,528,16396,1,2,285,Self Pickup,ok
10/6/2016,SO55669,4,232,12010,9,1,285,Self Pickup,ok
10/6/2016,SO55613,1,539,15577,9,2,285,Self Pickup,ok
10/6/2016,SO55644,3,480,20868,9,2,285,Self Pickup,ok
10/6/2016,SO55653,1,530,25142,9,2,285,Self Pickup,ok
10/6/2016,SO55668,2,485,12347,10,2,285,Self Pickup,ok
10/6/2016,SO55659,4,480,16372,10,3,285,Self Pickup,ok
10/6/2016,SO55671,4,214,25368,10,1,284,Self Pickup,ok
10/6/2016,SO55639,2,215,19645,7,1,284,Self Pickup,ok
10/6/2016,SO55617,1,477,22914,7,2,284,Self Pickup,ok
10/6/2016,SO55676,1,385,18603,4,1,284,Self Pickup,ok
10/6/2016,SO55651,2,530,14423,10,2,284,Self Pickup,ok
10/6/2016,SO55641,3,480,16396,10,2,284,Self Pickup,ok
10/6/2016,SO55616,1,528,24595,4,2,284,Self Pickup,ok
10/6/2016,SO55647,2,235,19490,4,1,284,Self Pickup,ok
10/6/2016,SO55623,3,535,11241,4,2,284,Self Pickup,ok
10/6/2016,SO55623,4,214,11241,4,1,284,Self Pickup,ok
10/6/2016,SO55625,1,530,11203,4,2,284,Self Pickup,ok
10/6/2016,SO55661,1,362,12980,4,1,284,Self Pickup,ok
10/6/2016,SO55669,3,477,12010,9,2,284,Self Pickup,ok
10/6/2016,SO55646,1,535,17704,9,2,284,Self Pickup,ok
10/6/2016,SO55665,1,605,28215,9,1,284,Self Pickup,ok
10/6/2016,SO55662,1,352,12926,9,1,284,Self Pickup,ok
10/6/2016,SO55673,3,235,25025,9,1,284,Self Pickup,ok
10/6/2016,SO55668,3,488,12347,9,1,284,Self Pickup,ok
10/6/2016,SO55618,1,530,27970,9,2,284,Self Pickup,ok
10/6/2016,SO55620,2,466,28322,9,2,284,Self Pickup,ok
10/6/2016,SO55631,2,478,20505,4,3,283,Self Pickup,ok
10/6/2016,SO55615,3,220,24906,4,1,283,Self Pickup,ok
10/6/2016,SO55624,1,590,17982,4,1,283,Self Pickup,ok
10/6/2016,SO55676,3,232,18603,4,1,283,Self Pickup,ok
10/6/2016,SO55667,2,537,12680,4,1,283,Self Pickup,ok
10/6/2016,SO55658,1,485,12796,4,2,283,Self Pickup,ok
10/6/2016,SO55640,3,477,15260,4,2,283,Self Pickup,ok
10/6/2016,SO55674,2,214,24988,4,1,283,Self Pickup,ok
10/6/2016,SO55679,1,387,19998,1,1,283,Self Pickup,ok
10/6/2016,SO55644,1,536,20868,1,2,283,Self Pickup,ok
10/6/2016,SO55618,2,466,27970,9,2,283,Self Pickup,ok
10/6/2016,SO55620,1,530,28322,9,2,283,Self Pickup,ok
10/6/2016,SO55643,2,478,21471,9,2,282,Self Pickup,ok
10/6/2016,SO55661,3,491,12980,9,1,282,Self Pickup,ok
10/6/2016,SO55614,2,529,19584,9,2,282,Self Pickup,ok
10/6/2016,SO55615,2,485,24906,1,3,281,Self Pickup,ok
10/6/2016,SO55638,1,528,23498,1,2,281,Self Pickup,ok
10/7/2016,SO55696,2,462,25351,4,2,293,Delivery Truck,ok
10/7/2016,SO55708,1,477,29266,4,2,293,Delivery Truck,ok
10/7/2016,SO55714,2,223,21088,4,2,292,Delivery Truck,ok
10/7/2016,SO55687,4,480,17633,4,2,292,Delivery Truck,ok
10/7/2016,SO55720,3,491,14024,7,1,292,Delivery Truck,ok
10/7/2016,SO55727,2,538,20992,7,2,292,Delivery Truck,ok
10/7/2016,SO55735,2,220,25725,9,1,291,Delivery Truck,refunded
10/7/2016,SO55715,1,530,25507,6,2,288,Delivery Truck,ok
10/7/2016,SO55709,2,214,14511,10,1,284,Delivery Truck,ok
10/7/2016,SO55707,1,528,15894,10,2,284,Delivery Truck,ok
10/7/2016,SO55734,2,539,23774,10,2,284,Delivery Truck,ok
10/7/2016,SO55711,2,478,19047,10,2,295,Express Air,cancelled
10/7/2016,SO55722,1,362,13032,8,1,284,Express Air,cancelled
10/7/2016,SO55712,1,536,21068,8,2,296,Regular Air,ok
10/7/2016,SO55682,3,477,11614,6,2,288,Regular Air,ok
10/7/2016,SO55720,2,475,14024,10,1,287,Regular Air,ok
10/7/2016,SO55706,2,220,21815,10,1,284,Regular Air,ok
10/7/2016,SO55703,2,477,14353,10,2,296,Self Pickup,ok
10/7/2016,SO55727,1,604,20992,1,1,296,Self Pickup,ok
10/7/2016,SO55693,3,232,29049,1,1,296,Self Pickup,ok
10/7/2016,SO55702,1,536,22244,1,2,296,Self Pickup,ok
10/7/2016,SO55698,1,536,23732,1,3,296,Self Pickup,ok
10/7/2016,SO55719,1,478,12865,6,2,295,Self Pickup,ok
10/7/2016,SO55725,2,220,11247,6,1,295,Self Pickup,ok
10/7/2016,SO55705,1,477,17122,10,1,295,Self Pickup,ok
10/7/2016,SO55687,1,582,17633,4,1,295,Self Pickup,ok
10/7/2016,SO55720,1,587,14024,4,1,295,Self Pickup,ok
10/7/2016,SO55731,4,214,16504,6,1,295,Self Pickup,ok
10/7/2016,SO55731,1,604,16504,6,1,295,Self Pickup,ok
10/7/2016,SO55689,1,480,11532,6,2,295,Self Pickup,ok
10/7/2016,SO55721,3,214,13202,7,1,295,Self Pickup,ok
10/7/2016,SO55701,1,536,22081,7,2,295,Self Pickup,ok
10/7/2016,SO55685,1,528,12993,7,2,295,Self Pickup,ok
10/7/2016,SO55714,1,538,21088,7,2,293,Self Pickup,ok
10/7/2016,SO55725,1,586,11247,4,1,293,Self Pickup,ok
10/7/2016,SO55703,1,478,14353,4,2,293,Self Pickup,ok
10/7/2016,SO55692,1,539,28809,4,2,293,Self Pickup,ok
10/7/2016,SO55718,1,485,18391,4,2,293,Self Pickup,ok
10/7/2016,SO55691,1,235,11176,6,1,293,Self Pickup,ok
10/7/2016,SO55695,1,535,11276,6,1,293,Self Pickup,ok
10/7/2016,SO55734,5,235,23774,1,1,293,Self Pickup,ok
10/7/2016,SO55732,2,223,19775,1,1,292,Self Pickup,ok
10/7/2016,SO55710,1,528,17556,1,2,292,Self Pickup,ok
10/7/2016,SO55706,1,528,21815,4,2,292,Self Pickup,ok
10/7/2016,SO55704,2,480,27100,1,2,292,Self Pickup,ok
10/7/2016,SO55730,3,480,22046,6,2,292,Self Pickup,ok
10/7/2016,SO55707,2,215,15894,1,1,292,Self Pickup,ok
10/7/2016,SO55682,4,490,11614,1,1,292,Self Pickup,ok
10/7/2016,SO55693,4,462,29049,1,2,292,Self Pickup,ok
10/7/2016,SO55722,2,480,13032,6,2,292,Self Pickup,ok
10/7/2016,SO55708,2,215,29266,1,1,292,Self Pickup,ok
10/7/2016,SO55717,2,528,12410,1,2,292,Self Pickup,ok
10/7/2016,SO55729,1,606,21354,1,1,292,Self Pickup,ok
10/7/2016,SO55734,3,529,23774,1,2,292,Self Pickup,ok
10/7/2016,SO55713,3,215,13694,1,1,292,Self Pickup,ok
10/7/2016,SO55711,1,485,19047,9,2,292,Self Pickup,ok
10/7/2016,SO55723,3,462,29433,9,3,292,Self Pickup,ok
10/7/2016,SO55730,2,538,22046,4,2,291,Self Pickup,ok
10/7/2016,SO55693,1,529,29049,4,3,291,Self Pickup,ok
10/7/2016,SO55711,3,477,19047,4,2,291,Self Pickup,ok
10/7/2016,SO55732,3,490,19775,4,1,289,Self Pickup,ok
10/7/2016,SO55684,2,215,25136,8,1,289,Self Pickup,ok
10/7/2016,SO55694,1,538,11677,8,2,288,Self Pickup,ok
10/7/2016,SO55716,1,528,11936,8,1,288,Self Pickup,ok
10/7/2016,SO55716,2,537,11936,8,1,288,Self Pickup,ok
10/7/2016,SO55723,1,579,29433,1,1,288,Self Pickup,ok
10/7/2016,SO55728,1,562,24804,1,1,288,Self Pickup,ok
10/7/2016,SO55697,1,530,11501,1,1,287,Self Pickup,ok
10/7/2016,SO55719,2,477,12865,1,3,287,Self Pickup,ok
10/7/2016,SO55719,4,223,12865,4,2,287,Self Pickup,ok
10/7/2016,SO55735,1,563,25725,4,1,287,Self Pickup,ok
10/7/2016,SO55724,1,566,14712,1,1,287,Self Pickup,ok
10/7/2016,SO55705,2,489,17122,10,1,287,Self Pickup,ok
10/7/2016,SO55720,4,223,14024,10,3,287,Self Pickup,ok
10/7/2016,SO55716,3,480,11936,10,2,287,Self Pickup,ok
10/7/2016,SO55731,2,479,16504,10,2,287,Self Pickup,ok
10/7/2016,SO55682,2,478,11614,6,2,287,Self Pickup,ok
10/7/2016,SO55682,1,352,11614,6,1,287,Self Pickup,ok
10/7/2016,SO55693,2,214,29049,4,1,287,Self Pickup,ok
10/7/2016,SO55717,1,537,12410,4,1,287,Self Pickup,ok
10/7/2016,SO55729,2,220,21354,6,1,287,Self Pickup,ok
10/7/2016,SO55721,2,485,13202,9,2,287,Self Pickup,ok
10/7/2016,SO55734,1,389,23774,6,1,287,Self Pickup,ok
10/7/2016,SO55713,1,529,13694,6,2,287,Self Pickup,ok
10/7/2016,SO55711,4,214,19047,6,1,287,Self Pickup,ok
10/7/2016,SO55685,2,214,12993,6,1,287,Self Pickup,ok
10/7/2016,SO55698,5,462,23732,4,2,287,Self Pickup,ok
10/7/2016,SO55698,3,478,23732,4,2,287,Self Pickup,ok
10/7/2016,SO55732,1,381,19775,4,1,286,Self Pickup,ok
10/7/2016,SO55688,1,489,28344,1,1,286,Self Pickup,ok
10/7/2016,SO55709,3,229,14511,10,1,286,Self Pickup,ok
10/7/2016,SO55725,3,232,11247,10,1,285,Self Pickup,ok
10/7/2016,SO55706,3,464,21815,10,3,285,Self Pickup,ok
10/7/2016,SO55700,1,540,14626,10,1,285,Self Pickup,ok
10/7/2016,SO55712,2,528,21068,10,2,285,Self Pickup,ok
10/7/2016,SO55683,1,485,17727,9,2,285,Self Pickup,ok
10/7/2016,SO55686,1,489,17253,9,1,285,Self Pickup,ok
10/7/2016,SO55684,1,528,25136,9,3,285,Self Pickup,ok
10/7/2016,SO55723,2,235,29433,10,1,285,Self Pickup,ok
10/7/2016,SO55698,4,477,23732,10,2,285,Self Pickup,ok
10/7/2016,SO55726,1,605,20985,10,1,284,Self Pickup,ok
10/7/2016,SO55719,3,490,12865,1,1,284,Self Pickup,ok
10/7/2016,SO55709,1,528,14511,7,2,284,Self Pickup,ok
10/7/2016,SO55687,2,539,17633,10,3,284,Self Pickup,ok
10/7/2016,SO55704,1,477,27100,10,2,284,Self Pickup,ok
10/7/2016,SO55690,1,491,11649,10,1,284,Self Pickup,ok
10/7/2016,SO55730,1,605,22046,10,1,284,Self Pickup,ok
10/7/2016,SO55707,3,235,15894,10,1,284,Self Pickup,ok
10/7/2016,SO55731,3,477,16504,10,2,284,Self Pickup,ok
10/7/2016,SO55712,4,466,21068,10,3,284,Self Pickup,ok
10/7/2016,SO55712,3,485,21068,4,2,284,Self Pickup,ok
10/7/2016,SO55696,1,535,25351,9,2,283,Self Pickup,ok
10/7/2016,SO55721,1,352,13202,9,1,283,Self Pickup,ok
10/7/2016,SO55713,2,540,13694,1,1,283,Self Pickup,ok
10/7/2016,SO55687,3,529,17633,1,2,282,Self Pickup,ok
10/7/2016,SO55695,2,528,11276,1,2,282,Self Pickup,ok
10/7/2016,SO55734,4,214,23774,1,1,282,Self Pickup,ok
10/7/2016,SO55698,2,528,23732,1,1,281,Self Pickup,ok
10/8/2016,SO55774,3,477,14943,1,2,295,Delivery Truck,ok
10/8/2016,SO55782,4,484,11499,1,2,295,Delivery Truck,ok
10/8/2016,SO55773,2,529,14422,6,1,293,Delivery Truck,ok
10/8/2016,SO55740,2,537,13558,6,1,293,Delivery Truck,ok
10/8/2016,SO55759,1,536,11661,6,2,292,Delivery Truck,ok
10/8/2016,SO55812,1,567,14276,1,1,292,Delivery Truck,ok
10/8/2016,SO55736,2,539,16520,1,2,292,Delivery Truck,ok
10/8/2016,SO55797,1,587,14304,9,1,291,Delivery Truck,cancelled
10/8/2016,SO55780,4,232,12603,9,1,288,Delivery Truck,ok
10/8/2016,SO55805,4,214,22043,9,1,288,Delivery Truck,ok
10/8/2016,SO55770,2,220,15273,9,1,287,Delivery Truck,ok
10/8/2016,SO55745,1,536,16171,9,2,287,Delivery Truck,ok
10/8/2016,SO55780,2,541,12603,10,3,287,Delivery Truck,ok
10/8/2016,SO55801,3,540,19084,10,1,287,Delivery Truck,ok
10/8/2016,SO55796,2,536,16707,4,2,287,Delivery Truck,ok
10/8/2016,SO55812,2,479,14276,4,2,287,Delivery Truck,ok
10/8/2016,SO55771,2,481,18407,4,2,286,Delivery Truck,ok
10/8/2016,SO55796,1,588,16707,4,1,284,Delivery Truck,ok
10/8/2016,SO55812,4,214,14276,4,1,284,Delivery Truck,ok
10/8/2016,SO55793,3,223,14080,4,2,283,Delivery Truck,ok
10/8/2016,SO55802,1,600,15832,4,1,283,Delivery Truck,ok
10/8/2016,SO55770,1,528,15273,1,1,292,Express Air,unknown
10/8/2016,SO55740,1,354,13558,1,1,287,Express Air,refunded
10/8/2016,SO55779,1,529,25524,1,3,283,Express Air,ok
10/8/2016,SO55758,3,215,22729,4,1,295,Regular Air,ok
10/8/2016,SO55805,3,477,22043,9,2,293,Regular Air,cancelled
10/8/2016,SO55783,1,485,16643,9,1,288,Regular Air,ok
10/8/2016,SO55790,3,528,19111,9,3,287,Regular Air,ok
10/8/2016,SO55782,1,528,11499,9,2,287,Regular Air,ok
10/8/2016,SO55791,4,489,13068,9,1,296,Self Pickup,ok
10/8/2016,SO55799,2,215,29195,4,1,296,Self Pickup,ok
10/8/2016,SO55768,2,478,14445,4,3,296,Self Pickup,ok
10/8/2016,SO55804,1,564,24351,4,1,296,Self Pickup,ok
10/8/2016,SO55808,1,385,23232,4,1,296,Self Pickup,ok
10/8/2016,SO55754,1,582,23939,4,1,296,Self Pickup,ok
10/8/2016,SO55742,2,481,11211,4,2,296,Self Pickup,ok
10/8/2016,SO55761,1,536,24223,4,2,295,Self Pickup,ok
10/8/2016,SO55799,1,573,29195,4,1,295,Self Pickup,ok
10/8/2016,SO55798,1,606,20997,4,1,295,Self Pickup,ok
10/8/2016,SO55747,2,220,25219,4,1,295,Self Pickup,ok
10/8/2016,SO55765,1,476,19135,4,1,295,Self Pickup,ok
10/8/2016,SO55743,2,488,11203,9,1,295,Self Pickup,ok
10/8/2016,SO55771,1,485,18407,9,2,295,Self Pickup,ok
10/8/2016,SO55790,4,478,19111,6,2,295,Self Pickup,ok
10/8/2016,SO55811,3,229,12301,8,1,295,Self Pickup,ok
10/8/2016,SO55773,3,480,14422,8,2,293,Self Pickup,ok
10/8/2016,SO55780,3,466,12603,8,2,293,Self Pickup,ok
10/8/2016,SO55801,2,529,19084,6,1,293,Self Pickup,ok
10/8/2016,SO55793,1,588,14080,6,1,293,Self Pickup,ok
10/8/2016,SO55748,2,480,12372,9,2,293,Self Pickup,ok
10/8/2016,SO55769,2,229,14243,9,1,293,Self Pickup,ok
10/8/2016,SO55763,2,478,23007,10,2,293,Self Pickup,ok
10/8/2016,SO55777,2,482,24035,10,2,293,Self Pickup,ok
10/8/2016,SO55810,1,605,25757,10,1,293,Self Pickup,ok
10/8/2016,SO55798,4,223,20997,10,2,293,Self Pickup,ok
10/8/2016,SO55757,1,528,22727,9,2,293,Self Pickup,ok
10/8/2016,SO55787,2,477,12722,9,2,293,Self Pickup,ok
10/8/2016,SO55762,1,478,21780,9,3,293,Self Pickup,ok
10/8/2016,SO55758,2,528,22729,9,2,293,Self Pickup,ok
10/8/2016,SO55779,2,538,25524,1,2,293,Self Pickup,ok
10/8/2016,SO55803,1,573,24347,1,1,293,Self Pickup,ok
10/8/2016,SO55805,2,479,22043,1,2,293,Self Pickup,ok
10/8/2016,SO55805,1,606,22043,9,1,293,Self Pickup,ok
10/8/2016,SO55761,2,480,24223,9,2,292,Self Pickup,ok
10/8/2016,SO55746,4,462,21990,9,2,292,Self Pickup,ok
10/8/2016,SO55746,2,528,21990,9,2,292,Self Pickup,ok
10/8/2016,SO55791,2,477,13068,10,2,292,Self Pickup,ok
10/8/2016,SO55786,3,480,12960,10,3,292,Self Pickup,ok
10/8/2016,SO55786,2,537,12960,10,1,292,Self Pickup,ok
10/8/2016,SO55767,1,528,15368,8,2,292,Self Pickup,ok
10/8/2016,SO55770,3,471,15273,8,1,292,Self Pickup,ok
10/8/2016,SO55804,2,223,24351,6,2,292,Self Pickup,ok
10/8/2016,SO55745,2,480,16171,6,3,292,Self Pickup,ok
10/8/2016,SO55801,1,375,19084,10,1,292,Self Pickup,ok
10/8/2016,SO55748,1,528,12372,1,2,292,Self Pickup,ok
10/8/2016,SO55809,3,215,23752,1,1,292,Self Pickup,ok
10/8/2016,SO55783,2,220,16643,7,1,292,Self Pickup,ok
10/8/2016,SO55781,1,530,25299,6,3,292,Self Pickup,ok
10/8/2016,SO55777,1,477,24035,4,2,292,Self Pickup,ok
10/8/2016,SO55798,3,479,20997,4,3,292,Self Pickup,ok
10/8/2016,SO55757,2,536,22727,6,1,292,Self Pickup,ok
10/8/2016,SO55747,1,528,25219,10,2,292,Self Pickup,ok
10/8/2016,SO55739,2,485,13255,10,2,292,Self Pickup,ok
10/8/2016,SO55752,1,487,13121,9,1,292,Self Pickup,ok
10/8/2016,SO55787,3,466,12722,10,2,292,Self Pickup,ok
10/8/2016,SO55774,2,478,14943,10,2,292,Self Pickup,ok
10/8/2016,SO55774,1,485,14943,10,2,292,Self Pickup,ok
10/8/2016,SO55790,2,535,19111,10,3,292,Self Pickup,ok
10/8/2016,SO55760,1,536,22077,6,2,292,Self Pickup,ok
10/8/2016,SO55737,3,223,24907,6,3,292,Self Pickup,ok
10/8/2016,SO55762,2,477,21780,6,2,292,Self Pickup,ok
10/8/2016,SO55766,2,220,16884,9,1,292,Self Pickup,ok
10/8/2016,SO55742,1,232,11211,9,1,292,Self Pickup,ok
10/8/2016,SO55741,1,578,14065,9,1,292,Self Pickup,ok
10/8/2016,SO55767,2,480,15368,9,3,291,Self Pickup,ok
10/8/2016,SO55810,2,538,25757,7,3,291,Self Pickup,ok
10/8/2016,SO55810,3,529,25757,7,1,291,Self Pickup,ok
10/8/2016,SO55811,2,215,12301,1,1,291,Self Pickup,ok
10/8/2016,SO55792,1,587,13993,1,1,291,Self Pickup,ok
10/8/2016,SO55785,2,487,15863,7,1,289,Self Pickup,ok
10/8/2016,SO55800,1,375,19559,7,1,288,Self Pickup,ok
10/8/2016,SO55756,1,535,11287,7,2,288,Self Pickup,ok
10/8/2016,SO55788,1,485,17119,7,2,288,Self Pickup,ok
10/8/2016,SO55785,1,485,15863,9,2,287,Self Pickup,ok
10/8/2016,SO55772,2,220,19926,9,1,287,Self Pickup,ok
10/8/2016,SO55791,3,478,13068,8,2,287,Self Pickup,ok
10/8/2016,SO55794,2,478,13203,8,2,287,Self Pickup,ok
10/8/2016,SO55794,1,358,13203,8,1,287,Self Pickup,ok
10/8/2016,SO55749,3,480,15811,8,2,287,Self Pickup,ok
10/8/2016,SO55768,1,485,14445,9,2,287,Self Pickup,ok
10/8/2016,SO55793,2,476,14080,8,1,287,Self Pickup,ok
10/8/2016,SO55809,1,389,23752,8,1,287,Self Pickup,ok
10/8/2016,SO55776,2,477,21843,8,2,287,Self Pickup,ok
10/8/2016,SO55763,1,477,23007,8,2,287,Self Pickup,ok
10/8/2016,SO55798,2,477,20997,8,2,287,Self Pickup,ok
10/8/2016,SO55740,3,528,13558,8,1,287,Self Pickup,ok
10/8/2016,SO55739,4,477,13255,1,1,287,Self Pickup,ok
10/8/2016,SO55743,1,220,11203,6,1,287,Self Pickup,ok
10/8/2016,SO55790,1,594,19111,6,1,287,Self Pickup,ok
10/8/2016,SO55737,1,383,24907,9,1,287,Self Pickup,ok
10/8/2016,SO55812,5,462,14276,6,3,287,Self Pickup,ok
10/8/2016,SO55736,1,389,16520,6,1,287,Self Pickup,ok
10/8/2016,SO55807,3,477,19993,4,2,287,Self Pickup,ok
10/8/2016,SO55811,4,466,12301,4,2,287,Self Pickup,ok
10/8/2016,SO55811,1,561,12301,4,1,287,Self Pickup,ok
10/8/2016,SO55762,4,484,21780,4,2,287,Self Pickup,ok
10/8/2016,SO55766,1,477,16884,4,2,287,Self Pickup,ok
10/8/2016,SO55758,1,536,22729,4,2,287,Self Pickup,ok
10/8/2016,SO55744,1,536,16610,9,2,287,Self Pickup,ok
10/8/2016,SO55775,1,473,18014,9,1,287,Self Pickup,ok
10/8/2016,SO55775,2,536,18014,9,1,287,Self Pickup,ok
10/8/2016,SO55792,2,214,13993,9,1,287,Self Pickup,ok
10/8/2016,SO55785,3,462,15863,9,2,286,Self Pickup,ok
10/8/2016,SO55809,2,223,23752,9,2,286,Self Pickup,ok
10/8/2016,SO55776,1,223,21843,9,2,286,Self Pickup,ok
10/8/2016,SO55739,1,352,13255,9,1,286,Self Pickup,ok
10/8/2016,SO55812,3,477,14276,9,2,286,Self Pickup,ok
10/8/2016,SO55738,1,387,16523,9,1,286,Self Pickup,ok
10/8/2016,SO55753,1,489,18719,9,1,285,Self Pickup,ok
10/8/2016,SO55746,1,537,21990,9,1,285,Self Pickup,ok
10/8/2016,SO55791,1,595,13068,1,1,285,Self Pickup,ok
10/8/2016,SO55795,1,356,12438,1,1,285,Self Pickup,ok
10/8/2016,SO55768,4,473,14445,1,1,285,Self Pickup,ok
10/8/2016,SO55800,2,214,19559,1,1,285,Self Pickup,ok
10/8/2016,SO55737,2,490,24907,7,1,285,Self Pickup,ok
10/8/2016,SO55807,2,479,19993,7,2,285,Self Pickup,ok
10/8/2016,SO55807,4,235,19993,7,1,285,Self Pickup,ok
10/8/2016,SO55764,1,476,15879,7,1,285,Self Pickup,ok
10/8/2016,SO55789,2,478,13069,4,2,284,Self Pickup,ok
10/8/2016,SO55746,3,214,21990,4,1,284,Self Pickup,ok
10/8/2016,SO55772,1,528,19926,4,2,284,Self Pickup,ok
10/8/2016,SO55786,1,528,12960,4,2,284,Self Pickup,ok
10/8/2016,SO55794,3,477,13203,4,2,284,Self Pickup,ok
10/8/2016,SO55749,2,529,15811,4,2,284,Self Pickup,ok
10/8/2016,SO55768,3,477,14445,4,2,284,Self Pickup,ok
10/8/2016,SO55806,1,385,18641,4,1,284,Self Pickup,ok
10/8/2016,SO55773,1,540,14422,1,1,284,Self Pickup,ok
10/8/2016,SO55784,1,485,16506,1,2,284,Self Pickup,ok
10/8/2016,SO55759,2,528,11661,6,2,284,Self Pickup,ok
10/8/2016,SO55759,3,214,11661,6,1,284,Self Pickup,ok
10/8/2016,SO55754,2,479,23939,9,2,284,Self Pickup,ok
10/8/2016,SO55740,4,485,13558,9,3,284,Self Pickup,ok
10/8/2016,SO55787,1,478,12722,4,2,284,Self Pickup,ok
10/8/2016,SO55790,5,477,19111,4,2,284,Self Pickup,ok
10/8/2016,SO55807,1,381,19993,4,1,284,Self Pickup,ok
10/8/2016,SO55762,3,487,21780,8,1,284,Self Pickup,ok
10/8/2016,SO55782,3,485,11499,8,2,284,Self Pickup,ok
10/8/2016,SO55782,2,537,11499,9,1,284,Self Pickup,ok
10/8/2016,SO55749,1,540,15811,9,1,283,Self Pickup,ok
10/8/2016,SO55784,2,482,16506,4,2,283,Self Pickup,ok
10/8/2016,SO55780,1,530,12603,4,2,283,Self Pickup,ok
10/8/2016,SO55801,4,214,19084,4,1,283,Self Pickup,ok
10/8/2016,SO55769,1,485,14243,4,2,283,Self Pickup,ok
10/8/2016,SO55810,4,473,25757,4,1,283,Self Pickup,ok
10/8/2016,SO55739,3,478,13255,4,2,283,Self Pickup,ok
10/8/2016,SO55744,2,528,16610,6,2,283,Self Pickup,ok
10/8/2016,SO55803,2,214,24347,7,1,283,Self Pickup,ok
10/8/2016,SO55751,1,480,15639,7,3,282,Self Pickup,ok
10/8/2016,SO55789,1,597,13069,4,1,281,Self Pickup,ok
10/8/2016,SO55736,3,529,16520,4,2,281,Self Pickup,ok
10/9/2016,SO55861,1,562,25015,4,1,296,Delivery Truck,ok
10/9/2016,SO55865,3,479,28729,4,2,295,Delivery Truck,ok
10/9/2016,SO55825,3,536,15653,4,2,293,Delivery Truck,ok
10/9/2016,SO55861,2,477,25015,4,1,293,Delivery Truck,ok
10/9/2016,SO55842,1,477,16382,4,3,293,Delivery Truck,refunded
10/9/2016,SO55860,2,485,11112,6,2,292,Delivery Truck,ok
10/9/2016,SO55854,3,477,14887,6,2,292,Delivery Truck,ok
10/9/2016,SO55866,3,223,15685,6,2,292,Delivery Truck,ok
10/9/2016,SO55823,1,373,20150,4,1,289,Delivery Truck,ok
10/9/2016,SO55846,2,528,15057,4,2,287,Delivery Truck,ok
10/9/2016,SO55846,1,537,15057,4,1,287,Delivery Truck,refunded
10/9/2016,SO55815,2,479,11711,4,2,286,Delivery Truck,cancelled
10/9/2016,SO55817,1,529,14237,9,2,286,Delivery Truck,refunded
10/9/2016,SO55859,1,352,12342,7,1,284,Delivery Truck,ok
10/9/2016,SO55829,1,529,29089,7,2,284,Delivery Truck,refunded
10/9/2016,SO55831,2,530,26184,7,2,283,Delivery Truck,refunded
10/9/2016,SO55831,3,480,26184,7,2,295,Express Air,ok
10/9/2016,SO55820,2,480,15810,7,2,295,Express Air,ok
10/9/2016,SO55865,4,489,28729,4,1,296,Regular Air,ok
10/9/2016,SO55813,1,352,12282,9,1,296,Regular Air,ok
10/9/2016,SO55863,3,477,11328,9,2,288,Regular Air,ok
10/9/2016,SO55832,3,529,28638,9,2,287,Regular Air,ok
10/9/2016,SO55817,2,539,14237,9,2,285,Regular Air,ok
10/9/2016,SO55825,4,214,15653,9,1,284,Regular Air,ok
10/9/2016,SO55823,5,226,20150,6,1,283,Regular Air,ok
10/9/2016,SO55830,4,484,27680,6,2,296,Self Pickup,ok
10/9/2016,SO55856,3,471,11626,9,1,296,Self Pickup,ok
10/9/2016,SO55858,2,561,29292,9,1,296,Self Pickup,ok
10/9/2016,SO55838,1,536,23366,9,2,296,Self Pickup,ok
10/9/2016,SO55857,2,479,29432,9,2,296,Self Pickup,ok
10/9/2016,SO55854,1,485,14887,4,1,296,Self Pickup,ok
10/9/2016,SO55816,1,535,11094,4,2,295,Self Pickup,ok
10/9/2016,SO55828,1,530,28127,4,2,295,Self Pickup,ok
10/9/2016,SO55857,4,489,29432,9,1,295,Self Pickup,ok
10/9/2016,SO55826,1,490,11223,9,1,295,Self Pickup,ok
10/9/2016,SO55847,2,539,14961,6,2,295,Self Pickup,ok
10/9/2016,SO55861,4,473,25015,6,1,295,Self Pickup,ok
10/9/2016,SO55859,3,477,12342,7,2,295,Self Pickup,ok
10/9/2016,SO55832,2,223,28638,7,2,293,Self Pickup,ok
10/9/2016,SO55816,2,528,11094,4,1,293,Self Pickup,ok
10/9/2016,SO55849,2,480,23910,4,2,293,Self Pickup,ok
